Method,Atom,Basis,Grid_Sph,Grid_Rad,"Energy,Ha",Iterations,DIIS,Damp_Start,Damp_End,Damp_Cutoff
TF0.166666W PBE,Zn,UGBS_S,6,1000,-1816.067936,7339,True,0.99,0.99,9e-05
TF0.111111W FA,Mg,UGBS_S,6,1000,-208.826727,3682,True,0.99,0.9,9e-05
TF0.111111W FA,Ar,UGBS_S,6,1000,-547.190764,4570,True,0.99,0.9,9e-05
TF0.111111W FA,Na,UGBS_S,6,1000,-169.876758,9743,True,0.99,0.99,9e-05
TF0.111111W FA,Al,UGBS_S,6,1000,-252.536872,5856,True,0.99,0.9,5e-05
TF0.111111W FA,S,UGBS_S,6,1000,-413.577377,8321,True,0.99,0.9,9e-05
TF0.111111W FA,Ca,UGBS_S,6,1000,-702.938291,5212,True,0.99,0.9,9e-05
TF0.111111W FA,Zn,UGBS_S,6,1000,-1842.94024,6431,True,0.99,0.9,9e-05
TF0.111111W FA,Kr,UGBS_S,6,1000,-2842.167575,7460,True,0.99,0.9,9e-05
TF0.111111W FA,Si,UGBS_S,6,1000,-301.135691,5498,True,0.99,0.9,2e-05
TF0.111111W FA,P,UGBS_S,6,1000,-354.731372,11596,True,0.99,0.99,2e-05
TF0.2W FA,Cl,UGBS_S,6,1000,-445.209435,4560,True,0.99,0.9,3e-05
TF0.166666W FA,Cl,UGBS_S,6,1000,-456.106275,10340,True,0.99,0.9,3e-05
TF0.111111W LDA,Na,UGBS_S,6,1000,-175.22039,4870,True,0.99,0.99,3e-05
TF0.111111W LDA,Mg,UGBS_S,6,1000,-215.265035,4402,True,0.99,0.99,3e-05
TF0.111111W LDA,Al,UGBS_S,6,1000,-260.117429,14370,True,0.99,0.99,3e-05
TF0.111111W LDA,Si,UGBS_S,6,1000,-309.909768,8732,True,0.99,0.9,5e-05
TF0.111111W LDA,P,UGBS_S,6,1000,-364.75532,13406,True,0.99,0.99,5e-05
TF0.2W PBE,Cl,UGBS_S,6,1000,-459.69362,8127,True,0.99,0.9,9e-05
TF0.333333W PBE,Cl,UGBS_S,6,1000,-424.11979,5915,True,0.99,0.9,9e-05
TF0.2W PBE,Kr,UGBS_S,6,1000,-2748.941834,7275,True,0.99,0.99,7e-05
TF0.166666W PBE,Kr,UGBS_S,6,1000,-2800.696588,14066,True,0.99,0.9,9e-05
TF0.2W LDA,S,UGBS_S,6,1000,-395.968957,6815,True,0.99,0.99,0.0001
TF0.166666W PBE,S,UGBS_S,6,1000,-407.60323,6614,True,0.99,0.9,9e-05
TF0.166666W LDA,S,UGBS_S,6,1000,-405.745598,8752,True,0.99,0.99,9e-05
TF0.2W PBE,Al,UGBS_S,6,1000,-242.513713,12168,True,0.99,0.99,9e-05
TF0.166666W PBE,Al,UGBS_S,6,1000,-248.933421,12998,True,0.99,0.99,9e-05
TF0.166666W LDA,Si,UGBS_S,6,1000,-295.193987,14155,True,0.99,0.99,9e-05
TF0.166666W LDA,Kr,UGBS_S,6,1000,-2795.914635,6974,True,0.99,0.99,9e-05
TF0.166666W FA,Na,UGBS_S,6,1000,-161.083133,6719,True,0.99,0.99,9e-05
TF0.166666W LDA,Cl,UGBS_S,6,1000,-468.830862,5116,True,0.99,0.99,0.0001
TF0.166666W PBE,Cl,UGBS_S,6,1000,-470.828673,11818,True,0.99,0.99,0.0001
TF0.166666W LDA,K,UGBS_S,6,1000,-611.008714,11470,True,0.99,0.99,0.0001
TF0.111111W LDA,Ar,UGBS_S,6,1000,-561.816447,5442,True,0.99,0.99,0.0001
TF0.111111W LDA,Ca,UGBS_S,6,1000,-720.92171,6140,True,0.99,0.99,0.0001
TF0.111111W LDA,Zn,UGBS_S,6,1000,-1882.061216,11354,True,0.99,0.99,0.0001
TF0.111111W LDA,Kr,UGBS_S,6,1000,-2897.236588,7295,True,0.99,0.99,0.0001
TF0.111111W PBE,Mg,UGBS_S,6,1000,-216.678698,5602,True,0.99,0.99,0.0001
TF0.111111W PBE,Ar,UGBS_S,6,1000,-564.088988,14447,True,0.99,0.99,0.0001
TF0.111111W PBE,Ca,UGBS_S,6,1000,-723.49015,8602,True,0.99,0.99,0.0001
TF0.111111W PBE,Na,UGBS_S,6,1000,-176.494488,18189,True,0.99,0.99,0.0001
TF0.111111W PBE,Al,UGBS_S,6,1000,-261.669232,15108,True,0.99,0.99,0.0001
TF0.111111W PBE,Zn,UGBS_S,6,1000,-1886.161085,32602,True,0.99,0.9,0.0001
TF0.111111W PBE,Kr,UGBS_S,6,1000,-2902.287682,12238,True,0.99,0.9,0.0001
TF0.111111W PBE,Si,UGBS_S,6,1000,-311.599918,8866,True,0.99,0.9,0.001
TF0.111111W PBE,P,UGBS_S,6,1000,-366.584858,8488,True,0.99,0.9,0.001
TF0.111111W LDA,S,UGBS_S,6,1000,-425.088095,12115,True,0.99,0.99,0.001
TF0.111111W PBE,S,UGBS_S,6,1000,-427.065091,28280,True,0.99,0.99,0.001
TF0.111111W FA,Cl,UGBS_S,6,1000,-477.678247,40628,True,0.99,0.99,0.001
TF0.111111W PBE,Cl,UGBS_S,6,1000,-492.84883,7216,True,0.99,0.9,0.001
TF0.111111W LDA,Cl,UGBS_S,6,1000,-490.723933,5605,True,0.99,0.9,0.001
